Collaborator1,Collaborator2,Type,Publication Name,Title,Co-authors,Keywords
ocms0037,lina0435,Journal article,Haematologica: the hematology journal,Homozygous mutations in a predicted endonuclease are a novel cause of congenital dyserythropoietic anemia type I.,"Babbs C, Roberts NA, Sanchez-Pulido L, McGowan SJ, Ahmed MR, Brown JM, Sabry MA, WGS500 Consortium, Bentley DR, McVean GA, Donnelly P, Gileadi O, Ponting CP, Higgs DR, Buckle VJ","Anemia, Dyserythropoietic, Congenital, Endonucleases, Female, Glycoproteins, Homozygote, Humans, Male, Mutation, Missense, Pedigree, Predictive Value of Tests, Protein Structure, Secondary, Tertiary"
ocms0037,clme0195,Journal article,Haematologica: the hematology journal,Homozygous mutations in a predicted endonuclease are a novel cause of congenital dyserythropoietic anemia type I.,"Babbs C, Roberts NA, Sanchez-Pulido L, McGowan SJ, Ahmed MR, Brown JM, Sabry MA, WGS500 Consortium, Bentley DR, McVean GA, Donnelly P, Gileadi O, Ponting CP, Higgs DR, Buckle VJ","Anemia, Dyserythropoietic, Congenital, Endonucleases, Female, Glycoproteins, Homozygote, Humans, Male, Mutation, Missense, Pedigree, Predictive Value of Tests, Protein Structure, Secondary, Tertiary"
immd0082,stat0004,Journal article,Haematologica: the hematology journal,Homozygous mutations in a predicted endonuclease are a novel cause of congenital dyserythropoietic anemia type I.,"Babbs C, Roberts NA, Sanchez-Pulido L, McGowan SJ, Ahmed MR, Brown JM, Sabry MA, WGS500 Consortium, Bentley DR, McVean GA, Donnelly P, Gileadi O, Ponting CP, Higgs DR, Buckle VJ","Anemia, Dyserythropoietic, Congenital, Endonucleases, Female, Glycoproteins, Homozygote, Humans, Male, Mutation, Missense, Pedigree, Predictive Value of Tests, Protein Structure, Secondary, Tertiary"
immd0082,lina0435,Journal article,Haematologica: the hematology journal,Homozygous mutations in a predicted endonuclease are a novel cause of congenital dyserythropoietic anemia type I.,"Babbs C, Roberts NA, Sanchez-Pulido L, McGowan SJ, Ahmed MR, Brown JM, Sabry MA, WGS500 Consortium, Bentley DR, McVean GA, Donnelly P, Gileadi O, Ponting CP, Higgs DR, Buckle VJ","Anemia, Dyserythropoietic, Congenital, Endonucleases, Female, Glycoproteins, Homozygote, Humans, Male, Mutation, Missense, Pedigree, Predictive Value of Tests, Protein Structure, Secondary, Tertiary"
immd0082,clme0195,Journal article,Haematologica: the hematology journal,Homozygous mutations in a predicted endonuclease are a novel cause of congenital dyserythropoietic anemia type I.,"Babbs C, Roberts NA, Sanchez-Pulido L, McGowan SJ, Ahmed MR, Brown JM, Sabry MA, WGS500 Consortium, Bentley DR, McVean GA, Donnelly P, Gileadi O, Ponting CP, Higgs DR, Buckle VJ","Anemia, Dyserythropoietic, Congenital, Endonucleases, Female, Glycoproteins, Homozygote, Humans, Male, Mutation, Missense, Pedigree, Predictive Value of Tests, Protein Structure, Secondary, Tertiary"
stat0004,lina0435,Journal article,Haematologica: the hematology journal,Homozygous mutations in a predicted endonuclease are a novel cause of congenital dyserythropoietic anemia type I.,"Babbs C, Roberts NA, Sanchez-Pulido L, McGowan SJ, Ahmed MR, Brown JM, Sabry MA, WGS500 Consortium, Bentley DR, McVean GA, Donnelly P, Gileadi O, Ponting CP, Higgs DR, Buckle VJ","Anemia, Dyserythropoietic, Congenital, Endonucleases, Female, Glycoproteins, Homozygote, Humans, Male, Mutation, Missense, Pedigree, Predictive Value of Tests, Protein Structure, Secondary, Tertiary"
stat0004,clme0195,Journal article,Haematologica: the hematology journal,Homozygous mutations in a predicted endonuclease are a novel cause of congenital dyserythropoietic anemia type I.,"Babbs C, Roberts NA, Sanchez-Pulido L, McGowan SJ, Ahmed MR, Brown JM, Sabry MA, WGS500 Consortium, Bentley DR, McVean GA, Donnelly P, Gileadi O, Ponting CP, Higgs DR, Buckle VJ","Anemia, Dyserythropoietic, Congenital, Endonucleases, Female, Glycoproteins, Homozygote, Humans, Male, Mutation, Missense, Pedigree, Predictive Value of Tests, Protein Structure, Secondary, Tertiary"
lina0435,clme0195,Journal article,Haematologica: the hematology journal,Homozygous mutations in a predicted endonuclease are a novel cause of congenital dyserythropoietic anemia type I.,"Babbs C, Roberts NA, Sanchez-Pulido L, McGowan SJ, Ahmed MR, Brown JM, Sabry MA, WGS500 Consortium, Bentley DR, McVean GA, Donnelly P, Gileadi O, Ponting CP, Higgs DR, Buckle VJ","Anemia, Dyserythropoietic, Congenital, Endonucleases, Female, Glycoproteins, Homozygote, Humans, Male, Mutation, Missense, Pedigree, Predictive Value of Tests, Protein Structure, Secondary, Tertiary"
clme0149,stat0059,Journal article,Journal of Clinical Microbiology,Characterization of Hepatitis C Virus Recombination in Cameroon by Use of Nonspecific Next-Generation Sequencing.,"Iles JC, Njouom R, Foupouapouognigni Y, Bonsall D, Bowden R, Trebes A, Piazza P, Barnes E, Pépin J, Klenerman P, Pybus OG",
card0025,card0039,Journal article,Journal of the American College of Cardiology,"Impact of microvascular obstruction on the assessment of coronary flow reserve, index of microcirculatory resistance, and fractional flow reserve after ST-segment elevation myocardial infarction.","Cuculi F, De Maria GL, Meier P, Dall'Armellina E, de Caterina AR, Channon KM, Prendergast BD, Choudhury RP, Choudhury RC, Forfar JC, Kharbanda RK, Banning AP","Coronary Vessels, Microcirculation, Humans, Myocardial Infarction, Magnetic Resonance Imaging, Cine, Coronary Angiography, Electrocardiography, Prognosis, Follow-Up Studies, Prospective Studies, Recovery of Function, Vascular Resistance, Coronary Circulation, Regional Blood Flow, Middle Aged, Female, Male, Coronary Occlusion"
engs0357,radi0003,Journal article,Med Image Comput Comput Assist Interv,The impact of heterogeneity and uncertainty on prediction of response to therapy using dynamic MRI data.,"Bhushan M, Schnabel JA, Chappell M, Gleeson F, Anderson M, Franklin J, Brady SM, Jenkinson M","Algorithms, Colorectal Neoplasms, Computer Simulation, Contrast Media, Data Interpretation, Statistical, Humans, Image Enhancement, Image Interpretation, Computer-Assisted, Meglumine, Models, Biological, Organometallic Compounds, Outcome Assessment (Health Care), Prognosis, Reproducibility of Results, Sensitivity and Specificity, Treatment Outcome"
engs0357,clne0102,Journal article,Med Image Comput Comput Assist Interv,The impact of heterogeneity and uncertainty on prediction of response to therapy using dynamic MRI data.,"Bhushan M, Schnabel JA, Chappell M, Gleeson F, Anderson M, Franklin J, Brady SM, Jenkinson M","Algorithms, Colorectal Neoplasms, Computer Simulation, Contrast Media, Data Interpretation, Statistical, Humans, Image Enhancement, Image Interpretation, Computer-Assisted, Meglumine, Models, Biological, Organometallic Compounds, Outcome Assessment (Health Care), Prognosis, Reproducibility of Results, Sensitivity and Specificity, Treatment Outcome"
radi0003,clne0102,Journal article,Med Image Comput Comput Assist Interv,The impact of heterogeneity and uncertainty on prediction of response to therapy using dynamic MRI data.,"Bhushan M, Schnabel JA, Chappell M, Gleeson F, Anderson M, Franklin J, Brady SM, Jenkinson M","Algorithms, Colorectal Neoplasms, Computer Simulation, Contrast Media, Data Interpretation, Statistical, Humans, Image Enhancement, Image Interpretation, Computer-Assisted, Meglumine, Models, Biological, Organometallic Compounds, Outcome Assessment (Health Care), Prognosis, Reproducibility of Results, Sensitivity and Specificity, Treatment Outcome"
clme0220,clab0025,Journal article,Breast Cancer Research,"Recruitment of regulatory T cells is correlated with hypoxia-induced CXCR4 expression, and is associated with poor prognosis in basal-like breast cancers","Yan M, Jene N, Byrne D, Millar EKA, O'Toole SA, McNeil CM, Bates GJ, Harris AL, Banham AH, Sutherland RL, Fox SB",
immd0151,clme0237,Conference paper,Blood,"SAMHD1, A Putative Tumour Suppressor, Is Recurrently Mutated in Chronic Lymphocytic Leukaemia, and Is Associated with Poor Risk Features","Clifford R, Ackroyd S, Burns A, Timbs A, Maelfait J, Dreau H, Henderson S, Ross M, Bentley D, Hillmen P, Knight S, Taylor J, Hatton CSR, Rehwinkel J, Crow Y, Schuh A",
immd0151,immd0330,Conference paper,Blood,"SAMHD1, A Putative Tumour Suppressor, Is Recurrently Mutated in Chronic Lymphocytic Leukaemia, and Is Associated with Poor Risk Features","Clifford R, Ackroyd S, Burns A, Timbs A, Maelfait J, Dreau H, Henderson S, Ross M, Bentley D, Hillmen P, Knight S, Taylor J, Hatton CSR, Rehwinkel J, Crow Y, Schuh A",
clme0237,immd0330,Conference paper,Blood,"SAMHD1, A Putative Tumour Suppressor, Is Recurrently Mutated in Chronic Lymphocytic Leukaemia, and Is Associated with Poor Risk Features","Clifford R, Ackroyd S, Burns A, Timbs A, Maelfait J, Dreau H, Henderson S, Ross M, Bentley D, Hillmen P, Knight S, Taylor J, Hatton CSR, Rehwinkel J, Crow Y, Schuh A",
clab0035,clab0101,Conference paper,Blood,"High Throughput Targeted Gene Sequencing in 738 Myelodysplastic Syndromes Patients Reveals Novel Oncogenic Genes, Rare Driver Mutations and Complex Molecular Signatures with Potential Impact for Patient Diagnosis and Prognosis in the Clinic","Papaemmanuil E, Gerstung M, Malcovati L, Tauro S, Gundem G, Van Loo P, Pellagatti A, Groves MJ, Cross NCP, Gambacorti-Passerini C, Green AR, Boultwood J, Vyas P, Hellstrom-Lindberg E, Bowen D, Cazzola M, Stratton MR, Campbell P",
raob0072,clme0667,Journal article,Carcinogenesis,Homologous recombination mediates S-phase-dependent radioresistance in cells deficient in DNA polymerase eta.,"Nicolay NH, Carter R, Hatch SB, Schultz N, Prevo R, McKenna WG, Helleday T, Sharma RA","Apoptosis, Blotting, Western, Cell Proliferation, Cells, Cultured, DNA Damage, DNA Repair, DNA-Binding Proteins, DNA-Directed DNA Polymerase, Fibroblasts, Flow Cytometry, Gamma Rays, Homologous Recombination, Humans, Neoplasms, Nucleic Acid Synthesis Inhibitors, RNA, Small Interfering, Radiation Tolerance, S Phase, Tumor Stem Cell Assay"
cschof,wolf1833,Conference paper,Journal of the American College of Cardiology,Enhanced Endothelial Tubule Formation in Response to Proly-Hydroxylase Inhibitor FG-2216: A Step Towards Therapeutic Angiogenesis in Chronic Total Occlusions,"Barnett G, Wrigley B, Kelly D, Flashman E, Schofield C, Gershlick A",
immd0024,clab0035,Journal article,British Journal of Haematology,Marked down-regulation of nucleophosmin-1 is associated with advanced del(5q) myelodysplastic syndrome.,"Pellagatti A, Cazzola M, Giagounidis A, Perry J, Malcovati L, Della Porta MG, Jädersten M, Killick S, Vyas P, Hellström-Lindberg E, Wainscoat JS, Boultwood J","Anemia, Refractory, with Excess of Blasts, Chromosome Deletion, Chromosomes, Human, Pair 5, Disease Progression, Down-Regulation, Gene Expression Regulation, Genomic Instability, Humans, Nuclear Proteins, Sequence Deletion"
immd0024,clab0101,Journal article,British Journal of Haematology,Marked down-regulation of nucleophosmin-1 is associated with advanced del(5q) myelodysplastic syndrome.,"Pellagatti A, Cazzola M, Giagounidis A, Perry J, Malcovati L, Della Porta MG, Jädersten M, Killick S, Vyas P, Hellström-Lindberg E, Wainscoat JS, Boultwood J","Anemia, Refractory, with Excess of Blasts, Chromosome Deletion, Chromosomes, Human, Pair 5, Disease Progression, Down-Regulation, Gene Expression Regulation, Genomic Instability, Humans, Nuclear Proteins, Sequence Deletion"
clab0035,clab0101,Journal article,British Journal of Haematology,Marked down-regulation of nucleophosmin-1 is associated with advanced del(5q) myelodysplastic syndrome.,"Pellagatti A, Cazzola M, Giagounidis A, Perry J, Malcovati L, Della Porta MG, Jädersten M, Killick S, Vyas P, Hellström-Lindberg E, Wainscoat JS, Boultwood J","Anemia, Refractory, with Excess of Blasts, Chromosome Deletion, Chromosomes, Human, Pair 5, Disease Progression, Down-Regulation, Gene Expression Regulation, Genomic Instability, Humans, Nuclear Proteins, Sequence Deletion"
ctsu0165,ctsu0052,Journal article,PLoS One,Estimated glomerular filtration rate and the risk of major vascular events and all-cause mortality: a meta-analysis.,"Mafham M, Emberson J, Landray MJ, Wen CP, Baigent C","Cause of Death, Glomerular Filtration Rate, Humans, Risk Factors, Vascular Diseases"
immd0024,immd0330,Journal article,British Journal of Haematology,Cardiac iron overload in transfusion-dependent patients with myelodysplastic syndromes.,"Roy NB, Myerson S, Schuh AH, Bignell P, Patel R, Wainscoat JS, McGowan S, Marchi E, Atoyebi W, Littlewood T, Chacko J, Vyas P, Killick SB","Aged, 80 and over, Biomarkers, Blood Transfusion, Female, Ferritins, Humans, Iron Overload, Liver, Magnetic Resonance Imaging, Male, Middle Aged, Myelodysplastic Syndromes, Myocardium, Retrospective Studies"
bioc0416,claridge,Journal article,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,The longitudinal cerebrospinal fluid metabolomic profile of amyotrophic lateral sclerosis.,"Gray E, Larkin JR, Claridge TD, Talbot K, Sibson NR, Turner MR",
cschof,clme0485,Journal article,Journal of Biological Chemistry,Human UTY(KDM6C) is a male-specific Nϵ-methyl lysyl demethylase.,"Walport LJ, Hopkinson RJ, Vollmar M, Madden SK, Gileadi C, Oppermann U, Schofield CJ, Johansson C","Humans, Lysine, Nuclear Proteins, Histones, Crystallography, X-Ray, Sequence Alignment, Species Specificity, Amino Acid Sequence, Protein Structure, Tertiary, Methylation, Models, Molecular, Molecular Sequence Data, Male"
clme0975,raob0270,Conference paper,Journal of Clinical Oncology,MErCuRIC1: A Phase I study of MEK1/2 inhibitor PD-0325901 with cMET inhibitor crizotinib in RASMT and RASWT (with aberrant c-MET) metastatic colorectal cancer (mCRC) patients.,"Van Schaeybroeck S, Rolfo CD, Elez E, Kelly S, Houlden J, Collins L, Love S, Andre T, Lawler M, Di Nicolantonio F, Grayson M, Popovici VC, Bardelli A, Laurent-Puig P, Salto-Tellez M, Maughan T, Tabernero J, Peeters M, Wilson RH, Middleton MR",
clab0035,clab0101,Journal article,Cancer Cell,"Erratum to Myelodysplastic syndromes are propagated by rare and distinct human cancer stem cells in vivo [Cancer Cell, 25 (2014) 794-808]","Woll PS, Kjällquist U, Chowdhury O, Doolittle H, Wedge DC, Thongjuea S, Erlandsson R, Ngara M, Anderson K, Deng Q, Mead AJ, Stenson L, Giustacchini A, Duarte S, Giannoulatou E, Taylor S, Karimi M, Scharenberg C, Mortera-Blanco T, Macaulay IC, Clark SA, Dybedal I, Josefsen D, Fenaux P, Hokland P, Holm MS, Cazzola M, Malcovati L, Tauro S, Bowen D, Boultwood J, Pellagatti A, Pimanda JE, Unnikrishnan A, Vyas P, Göhring G, Schlegelberger B, Tobiasson M, Kvalheim G, Constantinescu SN, Nerlov C, Nilsson L, Campbell PJ, Sandberg R, Papaemmanuil E, Hellström-Lindberg E, Linnarsson S, Jacobsen SW",
immd0024,clab0035,Journal article,Cancer Cell,Myelodysplastic syndromes are propagated by rare and distinct human cancer stem cells in vivo,"Woll PS, Kjällquist U, Chowdhury O, Doolittle H, Wedge DC, Thongjuea S, Erlandsson R, Ngara M, Anderson K, Deng Q, Mead AJ, Stenson L, Giustacchini A, Duarte S, Giannoulatou E, Taylor S, Karimi M, Scharenberg C, Mortera-Blanco T, Macaulay IC, Clark SA, Dybedal I, Josefsen D, Fenaux P, Hokland P, Holm MS, Cazzola M, Malcovati L, Tauro S, Bowen D, Boultwood J, Pellagatti A, Pimanda JE, Unnikrishnan A, Vyas P, Göhring G, Schlegelberger B, Tobiasson M, Kvalheim G, Constantinescu SN, Nerlov C, Nilsson L, Campbell PJ, Sandberg R, Papaemmanuil E, Hellström-Lindberg E, Linnarsson S, Jacobsen SEW",
immd0024,path0511,Journal article,Cancer Cell,Myelodysplastic syndromes are propagated by rare and distinct human cancer stem cells in vivo,"Woll PS, Kjällquist U, Chowdhury O, Doolittle H, Wedge DC, Thongjuea S, Erlandsson R, Ngara M, Anderson K, Deng Q, Mead AJ, Stenson L, Giustacchini A, Duarte S, Giannoulatou E, Taylor S, Karimi M, Scharenberg C, Mortera-Blanco T, Macaulay IC, Clark SA, Dybedal I, Josefsen D, Fenaux P, Hokland P, Holm MS, Cazzola M, Malcovati L, Tauro S, Bowen D, Boultwood J, Pellagatti A, Pimanda JE, Unnikrishnan A, Vyas P, Göhring G, Schlegelberger B, Tobiasson M, Kvalheim G, Constantinescu SN, Nerlov C, Nilsson L, Campbell PJ, Sandberg R, Papaemmanuil E, Hellström-Lindberg E, Linnarsson S, Jacobsen SEW",
immd0024,clab0101,Journal article,Cancer Cell,Myelodysplastic syndromes are propagated by rare and distinct human cancer stem cells in vivo,"Woll PS, Kjällquist U, Chowdhury O, Doolittle H, Wedge DC, Thongjuea S, Erlandsson R, Ngara M, Anderson K, Deng Q, Mead AJ, Stenson L, Giustacchini A, Duarte S, Giannoulatou E, Taylor S, Karimi M, Scharenberg C, Mortera-Blanco T, Macaulay IC, Clark SA, Dybedal I, Josefsen D, Fenaux P, Hokland P, Holm MS, Cazzola M, Malcovati L, Tauro S, Bowen D, Boultwood J, Pellagatti A, Pimanda JE, Unnikrishnan A, Vyas P, Göhring G, Schlegelberger B, Tobiasson M, Kvalheim G, Constantinescu SN, Nerlov C, Nilsson L, Campbell PJ, Sandberg R, Papaemmanuil E, Hellström-Lindberg E, Linnarsson S, Jacobsen SEW",
immd0024,immd0556,Journal article,Cancer Cell,Myelodysplastic syndromes are propagated by rare and distinct human cancer stem cells in vivo,"Woll PS, Kjällquist U, Chowdhury O, Doolittle H, Wedge DC, Thongjuea S, Erlandsson R, Ngara M, Anderson K, Deng Q, Mead AJ, Stenson L, Giustacchini A, Duarte S, Giannoulatou E, Taylor S, Karimi M, Scharenberg C, Mortera-Blanco T, Macaulay IC, Clark SA, Dybedal I, Josefsen D, Fenaux P, Hokland P, Holm MS, Cazzola M, Malcovati L, Tauro S, Bowen D, Boultwood J, Pellagatti A, Pimanda JE, Unnikrishnan A, Vyas P, Göhring G, Schlegelberger B, Tobiasson M, Kvalheim G, Constantinescu SN, Nerlov C, Nilsson L, Campbell PJ, Sandberg R, Papaemmanuil E, Hellström-Lindberg E, Linnarsson S, Jacobsen SEW",
immd0024,immd0700,Journal article,Cancer Cell,Myelodysplastic syndromes are propagated by rare and distinct human cancer stem cells in vivo,"Woll PS, Kjällquist U, Chowdhury O, Doolittle H, Wedge DC, Thongjuea S, Erlandsson R, Ngara M, Anderson K, Deng Q, Mead AJ, Stenson L, Giustacchini A, Duarte S, Giannoulatou E, Taylor S, Karimi M, Scharenberg C, Mortera-Blanco T, Macaulay IC, Clark SA, Dybedal I, Josefsen D, Fenaux P, Hokland P, Holm MS, Cazzola M, Malcovati L, Tauro S, Bowen D, Boultwood J, Pellagatti A, Pimanda JE, Unnikrishnan A, Vyas P, Göhring G, Schlegelberger B, Tobiasson M, Kvalheim G, Constantinescu SN, Nerlov C, Nilsson L, Campbell PJ, Sandberg R, Papaemmanuil E, Hellström-Lindberg E, Linnarsson S, Jacobsen SEW",
clab0035,path0511,Journal article,Cancer Cell,Myelodysplastic syndromes are propagated by rare and distinct human cancer stem cells in vivo,"Woll PS, Kjällquist U, Chowdhury O, Doolittle H, Wedge DC, Thongjuea S, Erlandsson R, Ngara M, Anderson K, Deng Q, Mead AJ, Stenson L, Giustacchini A, Duarte S, Giannoulatou E, Taylor S, Karimi M, Scharenberg C, Mortera-Blanco T, Macaulay IC, Clark SA, Dybedal I, Josefsen D, Fenaux P, Hokland P, Holm MS, Cazzola M, Malcovati L, Tauro S, Bowen D, Boultwood J, Pellagatti A, Pimanda JE, Unnikrishnan A, Vyas P, Göhring G, Schlegelberger B, Tobiasson M, Kvalheim G, Constantinescu SN, Nerlov C, Nilsson L, Campbell PJ, Sandberg R, Papaemmanuil E, Hellström-Lindberg E, Linnarsson S, Jacobsen SEW",
clab0035,clab0101,Journal article,Cancer Cell,Myelodysplastic syndromes are propagated by rare and distinct human cancer stem cells in vivo,"Woll PS, Kjällquist U, Chowdhury O, Doolittle H, Wedge DC, Thongjuea S, Erlandsson R, Ngara M, Anderson K, Deng Q, Mead AJ, Stenson L, Giustacchini A, Duarte S, Giannoulatou E, Taylor S, Karimi M, Scharenberg C, Mortera-Blanco T, Macaulay IC, Clark SA, Dybedal I, Josefsen D, Fenaux P, Hokland P, Holm MS, Cazzola M, Malcovati L, Tauro S, Bowen D, Boultwood J, Pellagatti A, Pimanda JE, Unnikrishnan A, Vyas P, Göhring G, Schlegelberger B, Tobiasson M, Kvalheim G, Constantinescu SN, Nerlov C, Nilsson L, Campbell PJ, Sandberg R, Papaemmanuil E, Hellström-Lindberg E, Linnarsson S, Jacobsen SEW",
clab0035,immd0556,Journal article,Cancer Cell,Myelodysplastic syndromes are propagated by rare and distinct human cancer stem cells in vivo,"Woll PS, Kjällquist U, Chowdhury O, Doolittle H, Wedge DC, Thongjuea S, Erlandsson R, Ngara M, Anderson K, Deng Q, Mead AJ, Stenson L, Giustacchini A, Duarte S, Giannoulatou E, Taylor S, Karimi M, Scharenberg C, Mortera-Blanco T, Macaulay IC, Clark SA, Dybedal I, Josefsen D, Fenaux P, Hokland P, Holm MS, Cazzola M, Malcovati L, Tauro S, Bowen D, Boultwood J, Pellagatti A, Pimanda JE, Unnikrishnan A, Vyas P, Göhring G, Schlegelberger B, Tobiasson M, Kvalheim G, Constantinescu SN, Nerlov C, Nilsson L, Campbell PJ, Sandberg R, Papaemmanuil E, Hellström-Lindberg E, Linnarsson S, Jacobsen SEW",
clab0035,immd0700,Journal article,Cancer Cell,Myelodysplastic syndromes are propagated by rare and distinct human cancer stem cells in vivo,"Woll PS, Kjällquist U, Chowdhury O, Doolittle H, Wedge DC, Thongjuea S, Erlandsson R, Ngara M, Anderson K, Deng Q, Mead AJ, Stenson L, Giustacchini A, Duarte S, Giannoulatou E, Taylor S, Karimi M, Scharenberg C, Mortera-Blanco T, Macaulay IC, Clark SA, Dybedal I, Josefsen D, Fenaux P, Hokland P, Holm MS, Cazzola M, Malcovati L, Tauro S, Bowen D, Boultwood J, Pellagatti A, Pimanda JE, Unnikrishnan A, Vyas P, Göhring G, Schlegelberger B, Tobiasson M, Kvalheim G, Constantinescu SN, Nerlov C, Nilsson L, Campbell PJ, Sandberg R, Papaemmanuil E, Hellström-Lindberg E, Linnarsson S, Jacobsen SEW",
path0511,clab0101,Journal article,Cancer Cell,Myelodysplastic syndromes are propagated by rare and distinct human cancer stem cells in vivo,"Woll PS, Kjällquist U, Chowdhury O, Doolittle H, Wedge DC, Thongjuea S, Erlandsson R, Ngara M, Anderson K, Deng Q, Mead AJ, Stenson L, Giustacchini A, Duarte S, Giannoulatou E, Taylor S, Karimi M, Scharenberg C, Mortera-Blanco T, Macaulay IC, Clark SA, Dybedal I, Josefsen D, Fenaux P, Hokland P, Holm MS, Cazzola M, Malcovati L, Tauro S, Bowen D, Boultwood J, Pellagatti A, Pimanda JE, Unnikrishnan A, Vyas P, Göhring G, Schlegelberger B, Tobiasson M, Kvalheim G, Constantinescu SN, Nerlov C, Nilsson L, Campbell PJ, Sandberg R, Papaemmanuil E, Hellström-Lindberg E, Linnarsson S, Jacobsen SEW",
path0511,immd0556,Journal article,Cancer Cell,Myelodysplastic syndromes are propagated by rare and distinct human cancer stem cells in vivo,"Woll PS, Kjällquist U, Chowdhury O, Doolittle H, Wedge DC, Thongjuea S, Erlandsson R, Ngara M, Anderson K, Deng Q, Mead AJ, Stenson L, Giustacchini A, Duarte S, Giannoulatou E, Taylor S, Karimi M, Scharenberg C, Mortera-Blanco T, Macaulay IC, Clark SA, Dybedal I, Josefsen D, Fenaux P, Hokland P, Holm MS, Cazzola M, Malcovati L, Tauro S, Bowen D, Boultwood J, Pellagatti A, Pimanda JE, Unnikrishnan A, Vyas P, Göhring G, Schlegelberger B, Tobiasson M, Kvalheim G, Constantinescu SN, Nerlov C, Nilsson L, Campbell PJ, Sandberg R, Papaemmanuil E, Hellström-Lindberg E, Linnarsson S, Jacobsen SEW",
path0511,immd0700,Journal article,Cancer Cell,Myelodysplastic syndromes are propagated by rare and distinct human cancer stem cells in vivo,"Woll PS, Kjällquist U, Chowdhury O, Doolittle H, Wedge DC, Thongjuea S, Erlandsson R, Ngara M, Anderson K, Deng Q, Mead AJ, Stenson L, Giustacchini A, Duarte S, Giannoulatou E, Taylor S, Karimi M, Scharenberg C, Mortera-Blanco T, Macaulay IC, Clark SA, Dybedal I, Josefsen D, Fenaux P, Hokland P, Holm MS, Cazzola M, Malcovati L, Tauro S, Bowen D, Boultwood J, Pellagatti A, Pimanda JE, Unnikrishnan A, Vyas P, Göhring G, Schlegelberger B, Tobiasson M, Kvalheim G, Constantinescu SN, Nerlov C, Nilsson L, Campbell PJ, Sandberg R, Papaemmanuil E, Hellström-Lindberg E, Linnarsson S, Jacobsen SEW",
clab0101,immd0556,Journal article,Cancer Cell,Myelodysplastic syndromes are propagated by rare and distinct human cancer stem cells in vivo,"Woll PS, Kjällquist U, Chowdhury O, Doolittle H, Wedge DC, Thongjuea S, Erlandsson R, Ngara M, Anderson K, Deng Q, Mead AJ, Stenson L, Giustacchini A, Duarte S, Giannoulatou E, Taylor S, Karimi M, Scharenberg C, Mortera-Blanco T, Macaulay IC, Clark SA, Dybedal I, Josefsen D, Fenaux P, Hokland P, Holm MS, Cazzola M, Malcovati L, Tauro S, Bowen D, Boultwood J, Pellagatti A, Pimanda JE, Unnikrishnan A, Vyas P, Göhring G, Schlegelberger B, Tobiasson M, Kvalheim G, Constantinescu SN, Nerlov C, Nilsson L, Campbell PJ, Sandberg R, Papaemmanuil E, Hellström-Lindberg E, Linnarsson S, Jacobsen SEW",
clab0101,immd0700,Journal article,Cancer Cell,Myelodysplastic syndromes are propagated by rare and distinct human cancer stem cells in vivo,"Woll PS, Kjällquist U, Chowdhury O, Doolittle H, Wedge DC, Thongjuea S, Erlandsson R, Ngara M, Anderson K, Deng Q, Mead AJ, Stenson L, Giustacchini A, Duarte S, Giannoulatou E, Taylor S, Karimi M, Scharenberg C, Mortera-Blanco T, Macaulay IC, Clark SA, Dybedal I, Josefsen D, Fenaux P, Hokland P, Holm MS, Cazzola M, Malcovati L, Tauro S, Bowen D, Boultwood J, Pellagatti A, Pimanda JE, Unnikrishnan A, Vyas P, Göhring G, Schlegelberger B, Tobiasson M, Kvalheim G, Constantinescu SN, Nerlov C, Nilsson L, Campbell PJ, Sandberg R, Papaemmanuil E, Hellström-Lindberg E, Linnarsson S, Jacobsen SEW",
immd0556,immd0700,Journal article,Cancer Cell,Myelodysplastic syndromes are propagated by rare and distinct human cancer stem cells in vivo,"Woll PS, Kjällquist U, Chowdhury O, Doolittle H, Wedge DC, Thongjuea S, Erlandsson R, Ngara M, Anderson K, Deng Q, Mead AJ, Stenson L, Giustacchini A, Duarte S, Giannoulatou E, Taylor S, Karimi M, Scharenberg C, Mortera-Blanco T, Macaulay IC, Clark SA, Dybedal I, Josefsen D, Fenaux P, Hokland P, Holm MS, Cazzola M, Malcovati L, Tauro S, Bowen D, Boultwood J, Pellagatti A, Pimanda JE, Unnikrishnan A, Vyas P, Göhring G, Schlegelberger B, Tobiasson M, Kvalheim G, Constantinescu SN, Nerlov C, Nilsson L, Campbell PJ, Sandberg R, Papaemmanuil E, Hellström-Lindberg E, Linnarsson S, Jacobsen SEW",
immd0421,whgu0378,Journal article,Nature Reviews: Cancer,A panoply of errors: polymerase proofreading domain mutations in cancer.,"Rayner E, van Gool IC, Palles C, Kearsey SE, Bosse T, Tomlinson I, Church DN",
