Source,Target,Weight,Publication Type,Publication Name,Title,Co-authors,Keywords
SJG49,NJW1004,0.111111111111,Journal article,Irish Journal of Medical Science,"Intrahepatic lipid content is associated with impaired postprandial fatty acid suppression, insulin resistance and beta cell dysfunction in healthy older Caucasians","Finucane FM, Sharp SJ, Hatunic M, Sleigh A, Rolfe EDL, Sayer AA, Cooper C, Griffin SJ, Savage DB, Wareham NJ",[]
BJPH2,SA263,0.125,Journal article,Blood,Effects of the JAK2 mutation on the hematopoietic stem and progenitor compartment in human myeloproliferative neoplasms,"Anand S, Stedham F, Beer P, Gudgin E, Ortmann CA, Bench A, Erber W, Green AR, Huntly BJP","[u'TYROSINE KINASE JAK2', u'VERA-LIKE DISEASE', u'POLYCYTHEMIA-VERA', u'V617F MUTATION', u'ESSENTIAL THROMBOCYTHEMIA', u'EXPRESSION', u'DISORDERS', u'CELLS', u'MYELOFIBROSIS', u'JAK2V617F']"
BJPH2,ARG1000,0.125,Journal article,Blood,Effects of the JAK2 mutation on the hematopoietic stem and progenitor compartment in human myeloproliferative neoplasms,"Anand S, Stedham F, Beer P, Gudgin E, Ortmann CA, Bench A, Erber W, Green AR, Huntly BJP","[u'TYROSINE KINASE JAK2', u'VERA-LIKE DISEASE', u'POLYCYTHEMIA-VERA', u'V617F MUTATION', u'ESSENTIAL THROMBOCYTHEMIA', u'EXPRESSION', u'DISORDERS', u'CELLS', u'MYELOFIBROSIS', u'JAK2V617F']"
SA263,ARG1000,0.125,Journal article,Blood,Effects of the JAK2 mutation on the hematopoietic stem and progenitor compartment in human myeloproliferative neoplasms,"Anand S, Stedham F, Beer P, Gudgin E, Ortmann CA, Bench A, Erber W, Green AR, Huntly BJP","[u'TYROSINE KINASE JAK2', u'VERA-LIKE DISEASE', u'POLYCYTHEMIA-VERA', u'V617F MUTATION', u'ESSENTIAL THROMBOCYTHEMIA', u'EXPRESSION', u'DISORDERS', u'CELLS', u'MYELOFIBROSIS', u'JAK2V617F']"
ERC24,RSJ33,0.111111111111,Journal article,Blood,"Hypoxia-inducible factor 2a regulates key neutrophil functions in humans, mice, and zebrafish","Thompson AAR, Elks PM, Marriott HM, Eamsamarng S, Higgins KR, Lewis A, Williams L, Parmar S, Shaw G, McGrath EE",[]
KK101,NJW1004,0.333333333333,Journal article,European Journal of Epidemiology,"Seventeen year risk of all-cause and cause-specific mortality associated with C-reactive protein, fibrinogen and leukocyte count in men and women: The EPIC-Norfolk study","Ahmadi-Abhari S, Luben RN, Wareham NJ, Khaw KT",[]
SDT36,KH387,0.25,Conference,British Journal of Haematology,Assessing the origins of anaplastic large cell lymphoma in murine models via forced lineage specificity of NPM-ALK expression in T cells,"Fairbairn C, Malcolm T, Hughes K, Kenner L, Turner SD",[]
SDT36,KH387,0.111111111111,Conference,British Journal of Haematology,NPM-ALK mimics thymic pre-T cell receptor (TCR) expansion but requires transient TCR expression for thymic egress and peripheral anaplastic large cell lymphoma (ALCL) development,"Malcolm T, Villarese P, Fairbairn C, Lamant L, Trinquand A, Hook CE, Burke GA, Brugieres L, Hughes K, Payet D",[]
SDT36,TIMM2,0.111111111111,Conference,British Journal of Haematology,NPM-ALK mimics thymic pre-T cell receptor (TCR) expansion but requires transient TCR expression for thymic egress and peripheral anaplastic large cell lymphoma (ALCL) development,"Malcolm T, Villarese P, Fairbairn C, Lamant L, Trinquand A, Hook CE, Burke GA, Brugieres L, Hughes K, Payet D",[]
KH387,TIMM2,0.111111111111,Conference,British Journal of Haematology,NPM-ALK mimics thymic pre-T cell receptor (TCR) expansion but requires transient TCR expression for thymic egress and peripheral anaplastic large cell lymphoma (ALCL) development,"Malcolm T, Villarese P, Fairbairn C, Lamant L, Trinquand A, Hook CE, Burke GA, Brugieres L, Hughes K, Payet D",[]
KK101,NJW1004,0.111111111111,Journal article,"Cancer Epidemiology, Biomarkers and Prevention",Leukocyte telomere length in relation to pancreatic cancer risk: A prospective study,"Campa D, Mergarten B, De Vivo I, Boutron-Ruault MC, Racine A, Severi G, Nieters A, Katzke VA, Trichopoulou A, Yiannakouris N",[]
CC234,PP10001,0.2,Journal article,British Journal of Cancer,Aurora kinase A outperforms Ki67 as a prognostic marker in ER-positive breast cancer,"Ali HR, Dawson S-J, Blows FM, Provenzano E, Pharoah PD, Caldas C",[]
SB10031,x_b03,0.166666666667,Journal article,Science,Quantitative sequencing of 5-methylcytosine and 5-hydroxymethylcytosine at single-base resolution,"Booth MJ, Branco MR, Ficz G, Oxley D, Krueger F, Reik W, Balasubramanian S",[]
AMD24,PP10001,0.111111111111,Journal article,Breast Cancer Research,Genetic predisposition to ductal carcinoma in situ of the breast,"Petridis C, Brook MN, Shah V, Kohut K, Gorman P, Caneppele M, Levi D, Papouli E, Orr N, Cox A",[]
AMD24,DFE20,0.111111111111,Journal article,Breast Cancer Research,Genetic predisposition to ductal carcinoma in situ of the breast,"Petridis C, Brook MN, Shah V, Kohut K, Gorman P, Caneppele M, Levi D, Papouli E, Orr N, Cox A",[]
PP10001,DFE20,0.111111111111,Journal article,Breast Cancer Research,Genetic predisposition to ductal carcinoma in situ of the breast,"Petridis C, Brook MN, Shah V, Kohut K, Gorman P, Caneppele M, Levi D, Papouli E, Orr N, Cox A",[]
KK101,SJG49,0.111111111111,Journal article,American Journal of Human Genetics,Abdominal aortic aneurysm is associated with a variant in low-density lipoprotein receptor-related protein 1,"Bown MJ, Jones GT, Harrison SC, Wright BJ, Bumpstead S, Baas AF, Gretarsdottir S, Badger SA, Bradley DT, Burnand K",[]
AS889,KK101,0.111111111111,Journal article,Nature,New gene functions in megakaryopoiesis and platelet formation,"Gieger C, Radhakrishnan A, Cvejic A, Tang WH, Porcu E, Pistis G, Serbanovic-Canic J, Elling U, Goodall AH, Labrune Y","[u'GENOME-WIDE ASSOCIATION', u'LOCI', u'HEMATOPOIESIS', u'POPULATION', u'DROSOPHILA', u'BLOOD']"
AS889,NJW1004,0.111111111111,Journal article,Nature,New gene functions in megakaryopoiesis and platelet formation,"Gieger C, Radhakrishnan A, Cvejic A, Tang WH, Porcu E, Pistis G, Serbanovic-Canic J, Elling U, Goodall AH, Labrune Y","[u'GENOME-WIDE ASSOCIATION', u'LOCI', u'HEMATOPOIESIS', u'POPULATION', u'DROSOPHILA', u'BLOOD']"
KK101,NJW1004,0.111111111111,Journal article,Nature,New gene functions in megakaryopoiesis and platelet formation,"Gieger C, Radhakrishnan A, Cvejic A, Tang WH, Porcu E, Pistis G, Serbanovic-Canic J, Elling U, Goodall AH, Labrune Y","[u'GENOME-WIDE ASSOCIATION', u'LOCI', u'HEMATOPOIESIS', u'POPULATION', u'DROSOPHILA', u'BLOOD']"
AMD24,PP10001,0.111111111111,Journal article,Nature,Parent-of-origin-specific allelic associations among 106 genomic loci for age at menarche,"Perry JRB, Day F, Elks CE, Sulem P, Thompson DJ, Ferreira T, He C, Chasman DI, Esko T, Thorleifsson G",[]
AMD24,DFE20,0.111111111111,Journal article,Nature,Parent-of-origin-specific allelic associations among 106 genomic loci for age at menarche,"Perry JRB, Day F, Elks CE, Sulem P, Thompson DJ, Ferreira T, He C, Chasman DI, Esko T, Thorleifsson G",[]
AMD24,KK101,0.111111111111,Journal article,Nature,Parent-of-origin-specific allelic associations among 106 genomic loci for age at menarche,"Perry JRB, Day F, Elks CE, Sulem P, Thompson DJ, Ferreira T, He C, Chasman DI, Esko T, Thorleifsson G",[]
AMD24,NJW1004,0.111111111111,Journal article,Nature,Parent-of-origin-specific allelic associations among 106 genomic loci for age at menarche,"Perry JRB, Day F, Elks CE, Sulem P, Thompson DJ, Ferreira T, He C, Chasman DI, Esko T, Thorleifsson G",[]
PP10001,DFE20,0.111111111111,Journal article,Nature,Parent-of-origin-specific allelic associations among 106 genomic loci for age at menarche,"Perry JRB, Day F, Elks CE, Sulem P, Thompson DJ, Ferreira T, He C, Chasman DI, Esko T, Thorleifsson G",[]
PP10001,KK101,0.111111111111,Journal article,Nature,Parent-of-origin-specific allelic associations among 106 genomic loci for age at menarche,"Perry JRB, Day F, Elks CE, Sulem P, Thompson DJ, Ferreira T, He C, Chasman DI, Esko T, Thorleifsson G",[]
PP10001,NJW1004,0.111111111111,Journal article,Nature,Parent-of-origin-specific allelic associations among 106 genomic loci for age at menarche,"Perry JRB, Day F, Elks CE, Sulem P, Thompson DJ, Ferreira T, He C, Chasman DI, Esko T, Thorleifsson G",[]
DFE20,KK101,0.111111111111,Journal article,Nature,Parent-of-origin-specific allelic associations among 106 genomic loci for age at menarche,"Perry JRB, Day F, Elks CE, Sulem P, Thompson DJ, Ferreira T, He C, Chasman DI, Esko T, Thorleifsson G",[]
DFE20,NJW1004,0.111111111111,Journal article,Nature,Parent-of-origin-specific allelic associations among 106 genomic loci for age at menarche,"Perry JRB, Day F, Elks CE, Sulem P, Thompson DJ, Ferreira T, He C, Chasman DI, Esko T, Thorleifsson G",[]
KK101,NJW1004,0.111111111111,Journal article,Nature,Parent-of-origin-specific allelic associations among 106 genomic loci for age at menarche,"Perry JRB, Day F, Elks CE, Sulem P, Thompson DJ, Ferreira T, He C, Chasman DI, Esko T, Thorleifsson G",[]
KMB1001,TL347,0.111111111111,Journal article,NMR in Biomedicine,Hyperpolarized singlet lifetimes of pyruvate in human blood and in the mouse,"Marco-Rius I, Tayler MCD, Kettunen MI, Larkin TJ, Timm KN, Serrao EM, Rodrigues TB, Pileio G, Ardenkjaer-Larsen JH, Levitt MH",[]
DMG25,PPD21,0.2,Journal article,Open Biology,The chromosomal passenger complex controls the function of endosomal sorting complex required for transport-III Snf7 proteins during cytokinesis,"Capalbo L, Montembault E, Takeda T, Bassi ZI, Glover DM, D'Avino PP",[]
GM290,BB313,0.111111111111,Journal article,The International Journal of Biochemistry and Cell Biology,Inhibition of MT1-MMP activity using functional antibody fragments selected against its hemopexin domain,"Basu B, Correa De Sampaio P, Mohammed H, Fogarasi M, Corrie P, Watkins NA, Smethurst PA, English WR, Ouwehand WH, Murphy G",[]
KMB1001,TL347,0.111111111111,Journal article,Magnetic Resonance in Medicine,Analysis of image heterogeneity using 2D Minkowski functionals detects tumor responses to treatment,"Larkin TJ, Canuto HC, Kettunen MI, Booth TC, Hu DE, Krishnan AS, Bohndiek SE, Neves AA, McLachlan C, Hobson MP",[]
KMB1001,SEB53,0.111111111111,Journal article,Magnetic Resonance in Medicine,Analysis of image heterogeneity using 2D Minkowski functionals detects tumor responses to treatment,"Larkin TJ, Canuto HC, Kettunen MI, Booth TC, Hu DE, Krishnan AS, Bohndiek SE, Neves AA, McLachlan C, Hobson MP",[]
TL347,SEB53,0.111111111111,Journal article,Magnetic Resonance in Medicine,Analysis of image heterogeneity using 2D Minkowski functionals detects tumor responses to treatment,"Larkin TJ, Canuto HC, Kettunen MI, Booth TC, Hu DE, Krishnan AS, Bohndiek SE, Neves AA, McLachlan C, Hobson MP",[]
CC234,SC10021,0.111111111111,Journal article,BMC Genomics,Copynumber: Efficient algorithms for single- and multi-track copy number segmentation,"Nilsen G, Liestøl K, Loo PV, Moen Vollan HK, Eide MB, Rueda OM, Chin SF, Russell R, Baumbusch LO, Caldas C",[]
KK101,NJW1004,0.111111111111,Journal article,PLoS Medicine,Gene-Lifestyle Interaction and Type 2 Diabetes: The EPIC InterAct Case-Cohort Study,"Langenberg C, Sharp SJ, Franks PW, Scott RA, Deloukas P, Forouhi NG, Froguel P, Groop LC, Hansen T, Palla L",[]
SP577,CW209,0.25,Conference,Neuro-Oncology,CHARACTERISATION OF RESIDUAL CELLS IN GLIOBLASTOMA MULTIFORME,"Kolb A, Trecharichi A, Piccirillo S, Watts C, Price S",[]
NC109,MDT33,0.111111111111,Journal article,Oncogenesis,Serum levels of mature microRNAs in DICER1-mutated pleuropulmonary blastoma,"Murray MJ, Bailey S, Raby KL, Saini HK, De Kock L, Burke GAA, Foulkes WD, Enright AJ, Coleman N, Tischkowitz M",[]
NC109,MJM16,0.111111111111,Journal article,Oncogenesis,Serum levels of mature microRNAs in DICER1-mutated pleuropulmonary blastoma,"Murray MJ, Bailey S, Raby KL, Saini HK, De Kock L, Burke GAA, Foulkes WD, Enright AJ, Coleman N, Tischkowitz M",[]
MDT33,MJM16,0.111111111111,Journal article,Oncogenesis,Serum levels of mature microRNAs in DICER1-mutated pleuropulmonary blastoma,"Murray MJ, Bailey S, Raby KL, Saini HK, De Kock L, Burke GAA, Foulkes WD, Enright AJ, Coleman N, Tischkowitz M",[]
KK101,NJW1004,0.2,Journal article,European Journal of Clinical Nutrition,The association between a biomarker score for fruit and vegetable intake and incident type 2 diabetes: The EPIC-Norfolk study,"Cooper AJM, Sharp SJ, Luben RN, Khaw KT, Wareham NJ, Forouhi NG",[]
KK101,NJW1004,0.111111111111,Journal article,Molecular Psychiatry,Genome-wide meta-analysis identifies six novel loci associated with habitual coffee consumption,"Cornelis MC, Byrne EM, Esko T, Nalls MA, Ganna A, Paynter N, Monda KL, Amin N, Fischer K, Renstrom F",[]
TLB20,CA26,0.166666666667,Journal article,ChemMedChem: chemistry enabling drug discovery,Design and structural analysis of aromatic inhibitors of type II dehydroquinase from mycobacterium tuberculosis,"Howard NI, Dias MVB, Peyrot F, Chen L, Schmidt MF, Blundell TL, Abell C",[]
KMB1001,FJL1,0.111111111111,Journal article,The FASEB Journal,Imaging sialylated tumor cell glycans in vivo,"Neves AA, Stockmann H, Harmston RR, Pryor HJ, Alam IS, Ireland-Zecchini H, Lewis DY, Lyons SK, Leeper FJ, Brindle KM","[u'sialic acid', u'metabolic labeling', u'fluorescence imaging', u'SPECT', u'FREE CLICK CHEMISTRY', u'SIALIC-ACID', u'LIVING ANIMALS', u'CANCER METASTASIS', u'BREAST-CANCER', u'GLYCOSYLATION', u'EXPRESSION', u'CARCINOMA', u'SURVIVAL', u'ADENOCARCINOMA']"
DIJ21,DTF1000,0.111111111111,Journal article,Proceedings of the National Academy of Sciences of USA,Targeting CXCL12 from FAP-expressing carcinoma-associated fibroblasts synergizes with anti-PD-L1 immunotherapy in pancreatic cancer,"Feig C, Jones JO, Kraman M, Wells RJB, Deonarine A, Chan DS, Connell CM, Roberts EW, Zhao Q, Caballero OL",[]
DIJ21,TJ212,0.111111111111,Journal article,Proceedings of the National Academy of Sciences of USA,Targeting CXCL12 from FAP-expressing carcinoma-associated fibroblasts synergizes with anti-PD-L1 immunotherapy in pancreatic cancer,"Feig C, Jones JO, Kraman M, Wells RJB, Deonarine A, Chan DS, Connell CM, Roberts EW, Zhao Q, Caballero OL",[]
DTF1000,TJ212,0.111111111111,Journal article,Proceedings of the National Academy of Sciences of USA,Targeting CXCL12 from FAP-expressing carcinoma-associated fibroblasts synergizes with anti-PD-L1 immunotherapy in pancreatic cancer,"Feig C, Jones JO, Kraman M, Wells RJB, Deonarine A, Chan DS, Connell CM, Roberts EW, Zhao Q, Caballero OL",[]
MPW1001,PJL30,0.142857142857,Journal article,PLoS Pathogens,Haploid Genetic Screens Identify an Essential Role for PLP2 in the Downregulation of Novel Plasma Membrane Targets by Viral E3 Ubiquitin Ligases,"Timms RT, Duncan LM, Tchasovnikarova IA, Antrobus R, Smith DL, Dougan G, Weekes MP, Lehner PJ",[]
OAS23,JJB12,0.125,Journal article,Small,Gold nanorods with sub-nanometer separation using cucurbit[n]uril for SERS applications,"Jones ST, Taylor RW, Esteban R, Abo-Hamed EK, Bomans PHH, Sommerdijk NAJM, Aizpurua J, Baumberg JJ, Scherman OA",[]
OAS23,JJB12,0.142857142857,Journal article,Nature Communications,Threading plasmonic nanoparticle strings with light,"Herrmann LO, Valev VK, Tserkezis C, Barnard JS, Kasera S, Scherman OA, Aizpurua J, Baumberg JJ",[]
KK101,NJW1004,0.111111111111,Journal article,European Journal of Epidemiology,Biomarker patterns of inflammatory and metabolic pathways are associated with risk of colorectal cancer: results from the European Prospective Investigation into Cancer and Nutrition (EPIC),"Aleksandrova K, Jenab M, Bueno-de-Mesquita HB, Fedirko V, Kaaks R, Lukanova A, van Duijnhoven FJB, Jansen E, Rinaldi S, Romieu I",[]
st321,SP577,0.125,Conference,Neuro-Oncology,AN INTEGRATED GENOMIC ANALYSIS OF INDIVIDUAL PATIENTS WITH GLIOBLASTOMA REVEALS PREVIOUSLY UNRECOGNISED LEVELS OF INTRA-TUMOUR HETEROGENEITY THAT REFLECTS CANCER EVOLUTIONARY DYNAMICS,"Watts C, Sottoriva A, Spiteri I, Piccirillo S, Touloumis A, Collins P, Marioni J, Curtis C, Tavare S",[]
st321,CW209,0.125,Conference,Neuro-Oncology,AN INTEGRATED GENOMIC ANALYSIS OF INDIVIDUAL PATIENTS WITH GLIOBLASTOMA REVEALS PREVIOUSLY UNRECOGNISED LEVELS OF INTRA-TUMOUR HETEROGENEITY THAT REFLECTS CANCER EVOLUTIONARY DYNAMICS,"Watts C, Sottoriva A, Spiteri I, Piccirillo S, Touloumis A, Collins P, Marioni J, Curtis C, Tavare S",[]
SP577,CW209,0.125,Conference,Neuro-Oncology,AN INTEGRATED GENOMIC ANALYSIS OF INDIVIDUAL PATIENTS WITH GLIOBLASTOMA REVEALS PREVIOUSLY UNRECOGNISED LEVELS OF INTRA-TUMOUR HETEROGENEITY THAT REFLECTS CANCER EVOLUTIONARY DYNAMICS,"Watts C, Sottoriva A, Spiteri I, Piccirillo S, Touloumis A, Collins P, Marioni J, Curtis C, Tavare S",[]
CG348,CER51,0.111111111111,Journal article,Journal of Thrombosis and Haemostasis,A role for adhesion and degranulation-promoting adapter protein in collagen-induced platelet activation mediated via integrin alpha 2 beta 1,"Jarvis GE, Bihan D, Hamaia S, Pugh N, Ghevaert CJG, Pearce AC, Hughes CE, Watson SP, Ware J, Rudd CE","[u'ADAP', u'collagen', u'GFOGER', u'GPVI', u'integrin a2 ss 1', u'platelets', u'INDEPENDENT TYROSINE PHOSPHORYLATION', u'FCR-GAMMA-CHAIN', u'GLYCOPROTEIN-VI', u'CELL-ADHESION', u'ALPHA(2)BETA(1)', u'RECEPTOR', u'DISTINCT', u'BINDING', u'ALPHA(IIB)BETA(3)']"
AGL22,st321,0.5,Journal article,Frontiers in Genetics,Quantifying the impact of inter-site heterogeneity on the distribution of ChIP-seq data,"Cairns J, Lynch AG, Tavaré S",[]
AMD24,PP10001,0.111111111111,Journal article,Human Genetics,Candidate locus analysis of the TERTCLPTM1L cancer risk region on chromosome 5p15 identifies multiple independent variants associated with endometrial cancer risk,"Carvajal-Carmona LG, O Mara TA, Painter JN, Lose FA, Dennis J, Michailidou K, Tyrer JP, Ahmed S, Ferguson K, Healey CS",[]
AMD24,DFE20,0.111111111111,Journal article,Human Genetics,Candidate locus analysis of the TERTCLPTM1L cancer risk region on chromosome 5p15 identifies multiple independent variants associated with endometrial cancer risk,"Carvajal-Carmona LG, O Mara TA, Painter JN, Lose FA, Dennis J, Michailidou K, Tyrer JP, Ahmed S, Ferguson K, Healey CS",[]
PP10001,DFE20,0.111111111111,Journal article,Human Genetics,Candidate locus analysis of the TERTCLPTM1L cancer risk region on chromosome 5p15 identifies multiple independent variants associated with endometrial cancer risk,"Carvajal-Carmona LG, O Mara TA, Painter JN, Lose FA, Dennis J, Michailidou K, Tyrer JP, Ahmed S, Ferguson K, Healey CS",[]
NC109,MJM16,0.111111111111,Journal article,British Journal of Cancer,Lack of correlation between predicted and actual off-target effects of short-interfering RNAs targeting the human papillomavirus type 16 E7 oncogene,"Hanning JE, Saini HK, Murray MJ, van Dongen S, Davis MPA, Barker EM, Ward DM, Scarpini CG, Enright AJ, Pett MR",[]
KK101,NJW1004,0.2,Journal article,Social Science and Medicine,"Social relationships and healthful dietary behaviour: Evidence from over-50s in the EPIC cohort, UK","Conklin AI, Forouhi NG, Surtees P, Khaw K-T, Wareham NJ, Monsivais P",[]
JLG40,EAM29,0.111111111111,Journal article,Nature Neuroscience,Betaine acts on a ligand-gated ion channel in the nervous system of the nematode C. elegans,"Peden AS, Mac P, Fei YJ, Castro C, Jiang G, Murfitt KJ, Miska EA, Griffin JL, Ganapathy V, Jorgensen EM",[]
SJG49,NJW1004,0.142857142857,Journal article,Diabetic Medicine,Intensive multifactorial intervention improves modelled coronary heart disease risk in screen-detected Type2 diabetes mellitus: A cluster randomized controlled trial,"Webb DR, Khunti K, Gray LJ, Srinivasan BT, Farooqi A, Wareham N, Griffin SC, Davies MJ",[]
KK101,NJW1004,0.125,Journal article,PLoS One,Television Viewing and Incident Cardiovascular Disease: Prospective Associations and Mediation Analysis in the EPIC Norfolk Study,"Wijndaele K, Brage S, Besson H, Khaw KT, Sharp SJ, Luben R, Bhaniani A, Wareham NJ, Ekelund U","[u'TYPE-2 DIABETES-MELLITUS', u'PHYSICAL-ACTIVITY', u'SEDENTARY BEHAVIORS', u'TIME SPENT', u'MORTALITY', u'RISK', u'WOMEN', u'OBESITY', u'COHORT', u'BIOMARKERS']"
MEW10,MMO25,0.5,Journal article,Biomaterials,A comprehensive study of lysozyme adsorption using dual polarization interferometry and quartz crystal microbalance with dissipation,"Xu K, Ouberai MM, Welland ME",[]
KK101,NJW1004,0.333333333333,Journal article,European Journal of Epidemiology,"Seventeen year risk of all-cause and cause-specific mortality associated with C-reactive protein, fibrinogen and leukocyte count in men and women: the EPIC-Norfolk study","Ahmadi-Abhari S, Luben RN, Wareham NJ, Khaw K-T",[]
KK101,NJW1004,0.166666666667,Journal article,International Journal of Cardiology,Plasma vitamin C and risk of hospitalisation with diagnosis of atrial fibrillation in men and women in EPIC-Norfolk prospective study,"Pfister R, Michels G, Brägelmann J, Sharp SJ, Luben R, Wareham NJ, Khaw KT",[]
KK101,NJW1004,0.2,Journal article,International Journal of Cardiology,Inverse association between bone mineral density and risk of aortic stenosis in men and women in EPIC-Norfolk prospective study,"Pfister R, Michels G, Sharp SJ, Luben R, Wareham NJ, Khaw KT",[]
MPW1001,PJL30,0.166666666667,Conference,Journal of Hepatology,PLASMA MEMBRANE PROTEOMICS IDENTIFIES Notch1 AS A POTENTIAL REGULATOR OF Ras-INDUCED SENESCENCE,"Hoare M, Weekes MP, Matheson NJ, Menon S, Antrobus R, Lehner PJ, Narita M",[]
KK101,NJW1004,0.111111111111,Journal article,Diabetes,The association between circulating lipoprotein(a) and type 2 diabetes: Is it causal?,"Ye Z, Haycock PC, Gurdasani D, Pomilla C, Boekholdt SM, Tsimikas S, Khaw KT, Wareham NJ, Sandhu MS, Forouhi NG",[]
KK101,NJW1004,0.25,Journal article,American Journal of Epidemiology,Longitudinal Association of C-Reactive Protein and Lung Function Over 13 Years The EPIC-Norfolk Study,"Ahmadi-Abhari S, Kaptoge S, Luben RN, Wareham NJ, Khaw K-T","[u'aging', u'chronic obstructive pulmonary disease', u'C-reactive protein', u'inflammation', u'longitudinal study', u'lung function']"
JA344,HME22,0.2,Journal article,0,BAYESIAN ADAPTIVE DESIGNS FOR BIOMARKER TRIALS WITH BIOMARKER DISCOVERY,"WASON J, ABRAHAM J, BAIRD R, BRENTON J, EARL HELENA, MANDER A",[]
JA344,JDB1003,0.2,Journal article,0,BAYESIAN ADAPTIVE DESIGNS FOR BIOMARKER TRIALS WITH BIOMARKER DISCOVERY,"WASON J, ABRAHAM J, BAIRD R, BRENTON J, EARL HELENA, MANDER A",[]
HME22,JDB1003,0.2,Journal article,0,BAYESIAN ADAPTIVE DESIGNS FOR BIOMARKER TRIALS WITH BIOMARKER DISCOVERY,"WASON J, ABRAHAM J, BAIRD R, BRENTON J, EARL HELENA, MANDER A",[]
HME22,RDB39,0.111111111111,Internet publication,0,A STRATEGY FOR IMPROVING SERVICES AND OUTCOMES FOR CANCER PATIENTS,"Earl HM, BAIRD R, BANKS I, CAMERON D, CHESTER J, FLANNAGAN M, JANUSZEWSKI A, JOFFE J, KENNEDY R, PAYNE S",[]
JHG21,mjg40,0.125,Journal article,British Journal of Radiology,Signal-to-noise ratio increase in carotid atheroma MRI: A comparison of 1.5 and 3 T,"Young VE, Patterson AJ, Tunnicliffe EM, Sadat U, Graves MJ, Tang TY, Priest AN, Kirkpatrick PJ, Gillard JH",[]
KK101,NJW1004,0.111111111111,Journal article,International Journal of Cancer,Diabetes mellitus and risk of prostate cancer in the European Prospective Investigation into Cancer and Nutrition,"Tsilidis KK, Tsilidis KK, Allen NE, Appleby PN, Rohrmann S, Nöthlings U, Arriola L, Arriola L, Gunter MJ, Chajes V",[]
KK101,NJW1004,0.142857142857,Journal article,European Heart Journal,Heterogeneous impact of classic atherosclerotic risk factors on different arterial territories: the EPIC-Norfolk prospective population study.,"Stoekenbroek RM, Boekholdt SM, Luben R, Hovingh GK, Zwinderman AH, Wareham NJ, Khaw KT, Peters RJ",[]
KK101,NJW1004,0.111111111111,Journal article,Journal of Clinical Oncology,Human papillomavirus antibodies and future risk of anogenital cancer: A nested case-control study in the European Prospective Investigation into Cancer and Nutrition study,"Kreimer AR, Brennan P, Lang Kuhs KA, Waterboer T, Clifford G, Franceschi S, Michel A, Willhauck-Fleckenstein M, Riboli E, Castellsagué X",[]
PP10001,AA461,0.111111111111,Journal article,Cancer Discovery,A Large-Scale Analysis of Genetic Variants within Putative miRNA Binding Sites in Prostate Cancer,"Stegeman S, Amankwah E, Klein K, O'Mara TA, Kim D, Lin H-Y, Permuth-Wey J, Sellers TA, Srinivasan S, Eeles R",[]
PP10001,KK101,0.111111111111,Journal article,Cancer Discovery,A Large-Scale Analysis of Genetic Variants within Putative miRNA Binding Sites in Prostate Cancer,"Stegeman S, Amankwah E, Klein K, O'Mara TA, Kim D, Lin H-Y, Permuth-Wey J, Sellers TA, Srinivasan S, Eeles R",[]
AA461,KK101,0.111111111111,Journal article,Cancer Discovery,A Large-Scale Analysis of Genetic Variants within Putative miRNA Binding Sites in Prostate Cancer,"Stegeman S, Amankwah E, Klein K, O'Mara TA, Kim D, Lin H-Y, Permuth-Wey J, Sellers TA, Srinivasan S, Eeles R",[]
KK101,NJW1004,0.333333333333,Journal article,European Journal of Clinical Investigation,Distribution and determinants of C-reactive protein in the older adult population: European prospective investigation into cancer-norfolk study,"Ahmadi-Abhari S, Luben RN, Wareham NJ, Khaw KT",[]
AGL22,VJG29,0.111111111111,Journal article,Nature Genetics,Analysis of the genetic phylogeny of multifocal prostate cancer identifies multiple independent clonal expansions in neoplastic and morphologically normal prostate tissue,"Cooper CS, Eeles R, Wedge DC, Van Loo P, Gundem G, Alexandrov LB, Kremeyer B, Butler A, Lynch AG, Camacho N",[]
KK101,NJW1004,0.25,Journal article,PLoS Medicine,Plasma phospholipid fatty acid concentration and incident coronary heart disease in men and women: The EPIC-Norfolk prospective study,"Khaw KT, Friesen MD, Riboli E, Luben R, Wareham N",[]
JHG21,mjg40,0.2,Journal article,Journal of Biomechanics,"The influence of computational strategy on prediction of mechanical stress in carotid atherosclerotic plaques: Comparison of 2D structure-only, 3D structure-only, one-way and fully coupled fluid-structure interaction analyses","Huang Y, Teng Z, Sadat U, Graves MJ, Bennett MR, Gillard JH",[]
ARG1000,DGK23,0.111111111111,Journal article,Nature,The unfolded protein response governs integrity of the haematopoietic stem-cell pool during stress,"Van Galen P, Kreso A, Mbong N, Kent DG, Fitzmaurice T, Chambers JE, Xie S, Laurenti E, Hermans K, Eppert K",[]
ARG1000,EL422,0.111111111111,Journal article,Nature,The unfolded protein response governs integrity of the haematopoietic stem-cell pool during stress,"Van Galen P, Kreso A, Mbong N, Kent DG, Fitzmaurice T, Chambers JE, Xie S, Laurenti E, Hermans K, Eppert K",[]
DGK23,EL422,0.111111111111,Journal article,Nature,The unfolded protein response governs integrity of the haematopoietic stem-cell pool during stress,"Van Galen P, Kreso A, Mbong N, Kent DG, Fitzmaurice T, Chambers JE, Xie S, Laurenti E, Hermans K, Eppert K",[]
